track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,,,,,,,,,,,,,,,size_bytes,
Letter Quiz - alphabet tracing for kids,30.37,USD,1.99,472,0,4,0,2.4,4+,Games,,,,,,,,,,,,,,,31845376,
Starbucks,128.78,USD,0,303856,7027,4.5,4.5,4.3.5,4+,Food & Drink,,,,,,,,,,,,,,,135032832,
å¤®è§†å½±éŸ³-æµ·é‡å¤®è§†å†…å®¹é«˜æ¸…ç›´æ’­,52.12,USD,0,2070,0,2.5,0,6.2.0,4+,Sports,,,,,,,,,,,,,,,54648832,
Bloons TD,8.04,USD,2.99,7941,76,4,3.5,1.2.1,4+,Games,,,,,,,,,,,,,,,8432232,
Weight Watchers,220.03,USD,0,136833,64,3.5,4.5,5.9.0,12+,Health & Fitness,,,,,,,,,,,,,,,230720512,
"CNN: Breaking US & World News, Live Video",76.5,USD,0,112886,298,3.5,1.5,5.3,12+,News,,,,,,,,,,,,,,,80211968,
Gilt,141.34,USD,0,26353,3,3.5,2.5,5.1.3,4+,Shopping,,,,,,,,,,,,,,,148201472,
TRUTH or DARE!!! - FREE,19.83,USD,0,171055,31,3,3.5,5,12+,Entertainment,,,,,,,,,,,,,,,20795392,
Canabalt,26.64,USD,2.99,4540,140,4,4.5,2.31,9+,Games,,,,,,,,,,,,,,,27934720,
Alipay - Makes Life Easy,198.66,USD,0,1926,2,3,3,10.0.15,4+,Lifestyle,,,,,,,,,,,,,,,208309248,
Scanner911 Pro,32.25,USD,3.99,14345,100,4,2.5,4,12+,News,,,,,,,,,,,,,,,33812480,
Daily Teachings,19.36,USD,4.99,1340,288,4.5,5,1.7.3,4+,Lifestyle,,,,,,,,,,,,,,,20298752,
Scanner Pro - PDF document scanner app with OCR,96.65,USD,3.99,31912,154,4.5,5,7.1.3,4+,Business,,,,,,,,,,,,,,,101346304,
Twitter,200.81,USD,0,354058,452,3.5,4,6.79.1,17+,News,,,,,,,,,,,,,,,210569216,
"Trainline UK: Live Train Times, Tickets & Planner",105.09,USD,0,248,0,4,0,22,4+,Travel,,,,,,,,,,,,,,,110198784,
CBS News - Watch Free Live Breaking News,74.43,USD,0,11691,44,3.5,4.5,3.5.1,12+,News,,,,,,,,,,,,,,,78047232,
iOvilus,9.49,USD,1.99,381,6,3,2,iOV 2.1.3,12+,Entertainment,,,,,,,,,,,,,,,9946112,
The Impossible Quiz!,42.58,USD,0,18884,451,4,4.5,1.62,9+,Entertainment,,,,,,,,,,,,,,,44652544,
WolframAlpha,28.96,USD,2.99,7410,82,4,4.5,1.7.3,9+,Reference,,,,,,,,,,,,,,,30369792,
Catan,358.75,USD,1.99,15175,308,4,4,4.6.2,4+,Games,,,,,,,,,,,,,,,376171520,
ScanBizCards Business Card Reader,92.33,USD,0.99,3166,34,4,4.5,6.08,4+,Business,,,,,,,,,,,,,,,96815104,
"Walgreens â€“ Pharmacy, Photo, Coupons and Shopping",161.3,USD,0,88885,333,4.5,4,6.5,12+,Shopping,,,,,,,,,,,,,,,169138176,
King of Dragon Pass,347.61,USD,9.99,882,85,5,5,2.3.2,12+,Games,,,,,,,,,,,,,,,364490752,
Stylebook,42.09,USD,3.99,1729,599,4,4.5,7,17+,Lifestyle,,,,,,,,,,,,,,,44135424,
NBA,106.88,USD,0,43682,19,3.5,2.5,2013.4.3,4+,Sports,,,,,,,,,,,,,,,112074752,
Blower,94.36,USD,0.99,861,70,2,2.5,4.2,4+,Entertainment,,,,,,,,,,,,,,,98942976,
My Cycles Period and Ovulation Tracker,74.09,USD,0,7469,68,3.5,5,5.10.3,12+,Health & Fitness,,,,,,,,,,,,,,,77686784,
"Kmart â€“ Download Now, Shop Online & Pick Up Today!",90.12,USD,0,4186,6,3.5,4.5,17,4+,Shopping,,,,,,,,,,,,,,,94496768,
ä¼˜é…·è§†é¢‘,195.46,USD,0,4885,0,3.5,0,6.7.0,12+,Entertainment,,,,,,,,,,,,,,,204959744,
DOOM Classic,31.28,USD,4.99,3970,509,4,4,2.7,17+,Games,,,,,,,,,,,,,,,32796672,
SoundCloud - Music & Audio,100.14,USD,0,135744,594,4,4.5,5.6.0,4+,Music,,,,,,,,,,,,,,,105009152,
imo video calls and chat,21.52,USD,0,18841,0,4,0,7.0.84,4+,Social Networking,,,,,,,,,,,,,,,22562816,
Plane Finder - Flight Tracker,50.19,USD,3.99,1438,171,4,4,9.4.1,4+,Navigation,,,,,,,,,,,,,,,52632576,
"Runtastic Running, Jogging and Walking Tracker",144.38,USD,0,10298,7,4.5,3.5,7.3,4+,Health & Fitness,,,,,,,,,,,,,,,151388160,
iFiles,45.13,USD,0.99,1842,23,3.5,2.5,1.17.11,4+,Productivity,,,,,,,,,,,,,,,47323136,
TeachMe: Kindergarten,57.07,USD,1.99,2548,5,4,4,4.2.2,4+,Education,,,,,,,,,,,,,,,59846656,
Moorhuhn Deluxe - Crazy Chicken,26.52,USD,0.99,319,12,3,5,2.8.0,12+,Games,,,,,,,,,,,,,,,27807744,
Victoriaâ€™s Secret â€“ The Sexiest Bras & Lingerie,58.15,USD,0,34507,38,3.5,5,5.2.1,12+,Shopping,,,,,,,,,,,,,,,60976128,
MONOPOLY Game,185.38,USD,0.99,26482,331,3.5,2.5,1.4.04,4+,Games,,,,,,,,,,,,,,,194386944,
n-tv Nachrichten,47.18,USD,0,273,0,3,0,5.25,12+,News,,,,,,,,,,,,,,,49470464,
Shazam Encore,140.3,USD,2.99,8331,24,4,3.5,11.0.2,12+,Music,,,,,,,,,,,,,,,147118080,
Harry Potter: Spells,119.6,USD,0.99,17023,916,4,4.5,2.2,4+,Games,,,,,,,,,,,,,,,125411328,
First Words Deluxe,60.38,USD,4.99,1101,8,4,4,7,4+,Games,,,,,,,,,,,,,,,63316992,
Clay Hunt,14.6,USD,0.99,1193,1,4,2,3.5.3,17+,Games,,,,,,,,,,,,,,,15313920,
Dream Team - be your own fantasy football manager,66.58,USD,0,35,0,2.5,0,12.8.0,17+,Sports,,,,,,,,,,,,,,,69816320,
Jet Car Stunts,31.33,USD,1.99,4088,436,4,4.5,1.5.0,4+,Games,,,,,,,,,,,,,,,32848910,
Call of Duty: Zombies,50.37,USD,4.99,63943,31264,4,4,1.5.0,17+,Games,,,,,,,,,,,,,,,52821364,
"Walmart: Free 2-Day Shipping,* Easy Store Shopping",139.72,USD,0,70286,51,3,4,17.8,4+,Shopping,,,,,,,,,,,,,,,146507776,
AirWatch Agent,23.6,USD,0,1150,0,2.5,0,5.5,4+,Business,,,,,,,,,,,,,,,24747008,
Shop Savvy Barcode Scanner - Price Compare & Deals,85.37,USD,0,54630,280,2.5,4.5,12,4+,Shopping,,,,,,,,,,,,,,,89517056,
Voice Changer Plus,38.84,USD,0,98777,233,3,4,5.01,4+,Entertainment,,,,,,,,,,,,,,,40722432,
CatPaint,69.94,USD,0.99,649,11,4,4,3.5.1,4+,Photo & Video,,,,,,,,,,,,,,,73332736,
Redbox,80.02,USD,0,60236,58,3,4.5,5.24,12+,Entertainment,,,,,,,,,,,,,,,83906560,
ã‚¯ãƒƒã‚¯ãƒ‘ãƒƒãƒ‰ - No.1æ–™ç†ãƒ¬ã‚·ãƒ”æ¤œç´¢ã‚¢ãƒ—ãƒª,73.09,USD,0,115,0,3.5,0,17.5.1.0,4+,Food & Drink,,,,,,,,,,,,,,,76644352,
Trenches,35.61,USD,0.99,26732,1428,4,4.5,1.9.3,17+,Games,,,,,,,,,,,,,,,37340259,
The Christmas List,24.93,USD,1.99,2722,1,4.5,5,2.1,4+,Shopping,,,,,,,,,,,,,,,26137600,
Macy's,102.82,USD,0,11013,76,3.5,5,5.11.0,4+,Shopping,,,,,,,,,,,,,,,107816960,
Calorie Counter & Diet Tracker by MyFitnessPal,145.63,USD,0,507706,181,4.5,4.5,7.16,4+,Health & Fitness,,,,,,,,,,,,,,,152700928,
BlaBlaCar - Trusted Carpooling,106.83,USD,0,397,0,4.5,0,4.10.1,4+,Travel,,,,,,,,,,,,,,,112024576,
Refills Calendar - Scheduler - Note,34.2,USD,9.99,196,3,4,5,4.0.1,4+,Productivity,,,,,,,,,,,,,,,35864576,
5-0 Radio Pro Police Scanner (Extra Feeds),47.3,USD,3.99,24553,2620,4,4.5,39.1,9+,News,,,,,,,,,,,,,,,49594368,
Hipstamatic,108.8,USD,2.99,12557,6,3.5,5,337,4+,Photo & Video,,,,,,,,,,,,,,,114081792,
Sing Karaoke Songs Unlimited with StarMaker,87.04,USD,0,26227,7,4,4.5,6.0.3,9+,Music,,,,,,,,,,,,,,,91267072,
TurboScanâ„¢ Pro - document & receipt scanner: scan multiple pages and photos to PDF,8.41,USD,4.99,28388,7009,5,5,2.8.2,4+,Business,,,,,,,,,,,,,,,8821760,
Positivity with Andrew Johnson,66.29,USD,2.99,282,1,4,5,3.38,4+,Health & Fitness,,,,,,,,,,,,,,,69513216,
Rat On A Scooter XL,7.41,USD,0.99,19296,7,4,4,1.24.1,4+,Games,,,,,,,,,,,,,,,7767040,
IMDb Movies & TV - Trailers and Showtimes,84.59,USD,0,183425,4724,4.5,5,7.11,12+,Entertainment,,,,,,,,,,,,,,,88702976,
Angry Birds,167.81,USD,0,824451,107,4.5,3,7.4.0,4+,Games,,,,,,,,,,,,,,,175966208,
DB Navigator,80.86,USD,0,512,6,3.5,5,17.04.00,4+,Travel,,,,,,,,,,,,,,,84791296,
Video Calls with Santa,26.7,USD,2.99,315,0,3.5,0,5.1,4+,Lifestyle,,,,,,,,,,,,,,,27997184,
Voyages-sncf.com : book train and bus tickets,125.37,USD,0,268,0,3.5,0,38,4+,Travel,,,,,,,,,,,,,,,131463168,
The Font Game,5.16,USD,1.99,438,295,4.5,4.5,2.1,4+,Games,,,,,,,,,,,,,,,5415000,
ImmobilienScout24: Real Estate Search in Germany,120.99,USD,0,187,0,3.5,0,9.5,4+,Navigation,,,,,,,,,,,,,,,126867456,
Grand Theft Auto: Chinatown Wars,838.17,USD,4.99,15142,73,4,4,4.4,17+,Games,,,,,,,,,,,,,,,878883840,
Southwest Airlines,84.66,USD,0,30552,18,3,2.5,4.5.1,4+,Travel,,,,,,,,,,,,,,,88773632,
The Sims 3 World Adventures,775.11,USD,2.99,9744,42,3.5,3,1.2.21,12+,Games,,,,,,,,,,,,,,,812758016,
Star Chart,27.29,USD,0,13482,2517,4.5,4.5,3.98,4+,Education,,,,,,,,,,,,,,,28616704,
TaxCaster â€“ Free tax refund calculator,6.78,USD,0,17516,125,3.5,5,7.2,4+,Finance,,,,,,,,,,,,,,,7111680,
Glow Hockey 2 FREE,32.48,USD,0,186653,226,3.5,3.5,2.2.9,4+,Games,,,,,,,,,,,,,,,34056767,
"Big Button Box - funny sounds, sound effects buttons, pro fx soundboard, fun games board, scary music, annoying fart noises, jokes, super cool dj effect, cat, dog & animal fx",20.46,USD,0.99,10031,142,4,5,4.1,4+,Entertainment,,,,,,,,,,,,,,,21450752,
TV SPIELFILM - TV Programm mit Live TV,93.34,USD,0,81,0,3,0,5.2,4+,Entertainment,,,,,,,,,,,,,,,97879040,
All-in-1 Logic GameBox,21.27,USD,0.99,9854,823,4,4,1.19,4+,Games,,,,,,,,,,,,,,,22299021,
Roadside America,9.76,USD,2.99,1093,106,4,4.5,1.9.0,9+,Travel,,,,,,,,,,,,,,,10231808,
Pocket Yoga,126.34,USD,2.99,4475,95,4.5,4.5,5.3.2,4+,Health & Fitness,,,,,,,,,,,,,,,132480000,
Sonic the Hedgehog 2,45,USD,2.99,9405,1089,4,4.5,3.1.10,4+,Games,,,,,,,,,,,,,,,47182848,
Simply Being - Guided Meditation for Relaxation and Presence,95.41,USD,1.99,2417,1366,4.5,4.5,6,4+,Health & Fitness,,,,,,,,,,,,,,,100048896,
CamCard - Business card scanner & reader,166.74,USD,0.99,2923,300,4.5,4.5,7.9.5,4+,Business,,,,,,,,,,,,,,,174839808,
This American Life,13.09,USD,2.99,8657,1468,3.5,4,3.0.8,9+,Entertainment,,,,,,,,,,,,,,,13725696,
Timetracks - Slit-Scan Camera,10.84,USD,0.99,70,1,2,1,2.2.0,4+,Photo & Video,,,,,,,,,,,,,,,11369472,
franceinfo - l'actualitÃ© & les Ã©lections en direct,148.64,USD,0,162,32,4,5,5.2.0,17+,News,,,,,,,,,,,,,,,155857920,
DOUBUTSU URANAIÂ®-Animal Fortune-,36.92,USD,0.99,5,0,4,0,2.9.5,4+,Lifestyle,,,,,,,,,,,,,,,38718464,
Doodle Army,17.05,USD,0.99,12354,1428,4,4.5,3.1.0,12+,Games,,,,,,,,,,,,,,,17879270,
Ameba,92.16,USD,0,269,0,3,0,8.6.1,12+,Social Networking,,,,,,,,,,,,,,,96635904,
eBook: War and Peace,7.67,USD,3.99,0,0,0,0,7.1,9+,Book,,,,,,,,,,,,,,,8039424,
Plants vs. Zombies,100.5,USD,0.99,426463,680,5,4,1.9.13,9+,Games,,,,,,,,,,,,,,,105379840,
Weibo,190.34,USD,0,7265,11,3.5,4,7.5.2,17+,Social Networking,,,,,,,,,,,,,,,199585792,
å¤§ä¼—ç‚¹è¯„-å‘çŽ°å“è´¨ç”Ÿæ´»,233.19,USD,0,844,1,4,1,9.2.4,17+,Lifestyle,,,,,,,,,,,,,,,244516864,
AlloCinÃ© : CinÃ©ma et SÃ©ries,117.73,USD,0,101,1,4,5,7.1.0,12+,Entertainment,,,,,,,,,,,,,,,123450368,
"Badoo - Meet New People, Chat, Socialize.",150.32,USD,0,34428,23,4.5,4,5.8.0,17+,Social Networking,,,,,,,,,,,,,,,157625344,
Flick Kick Field Goal,72.11,USD,1.99,36946,152,4.5,4,1.11.0,4+,Games,,,,,,,,,,,,,,,75612160,
Venmo,65,USD,0,21090,1325,4.5,5,7.1.0,4+,Finance,,,,,,,,,,,,,,,68153344,
"Dungeons & Such Treasures,Collectibles and Dragons",80.56,USD,2.99,653,8,4.5,4.5,3.4.2,12+,Games,,,,,,,,,,,,,,,84469760,
"StarMap 3D+: Night Sky, Astronomy, Star View Guide",95.72,USD,3.99,1118,29,4.5,5,3.5.3,4+,Education,,,,,,,,,,,,,,,100368384,
Shift Worker,7,USD,1.99,348,33,4,4,1.5.4,4+,Productivity,,,,,,,,,,,,,,,7344128,
"Spy Calc - Hide pictures, videos, documents",23.93,USD,1.99,207,50,3.5,3,3.0.3,9+,Utilities,,,,,,,,,,,,,,,25097281,
Waterlogged - Daily Hydration Tracker,41.43,USD,0,5000,23,4.5,4.5,2.5.11,12+,Health & Fitness,,,,,,,,,,,,,,,43439104,
MyNetDiary PRO - Calorie Counter and Food Diary,79.97,USD,3.99,15188,272,4.5,4,5.3,12+,Health & Fitness,,,,,,,,,,,,,,,83851264,
The Washington Post Classic,113.47,USD,0,18572,307,4.5,4.5,3.8.2,12+,News,,,,,,,,,,,,,,,118980608,
F-Sim Space Shuttle,72.86,USD,4.99,6403,491,4.5,4.5,2.1,4+,Games,,,,,,,,,,,,,,,76394496,
"Groupon - Deals, Coupons & Discount Shopping App",121.48,USD,0,417779,914,4.5,4.5,17.7,12+,Shopping,,,,,,,,,,,,,,,127382528,
Learn to Speak Spanish Fast With MosaLingua,46.56,USD,4.99,9,1,5,5,9.2,12+,Education,,,,,,,,,,,,,,,48819200,
"Coaster VR, Extreme Endless 3D Stereograph",29.54,USD,0.99,107,0,2.5,0,1.1.5,4+,Entertainment,,,,,,,,,,,,,,,30977024,
Parents Calling Easter Bunny,7.7,USD,1.99,72,72,2,2,1,4+,Lifestyle,,,,,,,,,,,,,,,8073209,
Sporcle,14.95,USD,2.99,2044,10,3.5,3,5.4,9+,Games,,,,,,,,,,,,,,,15676416,
"Univision Deportes: Liga MX, MLS, FÃºtbol En Vivo",78.08,USD,0,16683,21,3.5,2.5,5.5,4+,Sports,,,,,,,,,,,,,,,81876992,
DOOM II RPG,46.44,USD,0.99,1455,1450,3,3,1,12+,Games,,,,,,,,,,,,,,,48700821,
STREET FIGHTER IV,554.42,USD,4.99,15056,751,4,4,1.00.12,17+,Games,,,,,,,,,,,,,,,581353472,
Dr. Seuss Camera - The Cat in the Hat Edition,9.45,USD,0.99,249,5,4.5,4.5,1.5.5,4+,Photo & Video,,,,,,,,,,,,,,,9906176,
FINAL FANTASY,109.52,USD,7.99,6091,75,4,3.5,1.1.2,9+,Games,,,,,,,,,,,,,,,114843648,
FINAL FANTASY II,190.21,USD,7.99,2754,55,4,2.5,1.1.1,9+,Games,,,,,,,,,,,,,,,199450624,
Worms 2: Armageddon,505.21,USD,4.99,9870,12,4.5,4.5,1.25,12+,Games,,,,,,,,,,,,,,,529755136,
SoundHound Song Search & Music Player,67.25,USD,0,82602,13,4,4.5,7.6,9+,Music,,,,,,,,,,,,,,,70516736,
Jourist WeltÃ¼bersetzer,140.25,USD,7.99,0,0,0,0,2.8,4+,Travel,,,,,,,,,,,,,,,147066880,
TeachMe: 1st Grade,86.06,USD,1.99,762,5,4,5,4.0.2,4+,Education,,,,,,,,,,,,,,,90241024,
TeachMe: 3rd Grade,166.2,USD,1.99,160,2,4,3,2.0.2,4+,Education,,,,,,,,,,,,,,,174268416,
ãƒ¤ãƒ•ã‚ªã‚¯! åˆ©ç”¨è€…æ•°NO.1ã®ã‚ªãƒ¼ã‚¯ã‚·ãƒ§ãƒ³ã€ãƒ•ãƒªãƒžã‚¢ãƒ—ãƒª,178.38,USD,0,9,0,3,0,6.14.0,17+,Shopping,,,,,,,,,,,,,,,187040768,
Kik,144.83,USD,0,260965,228,4,3,11.21.0,12+,Social Networking,,,,,,,,,,,,,,,151864320,
Slow Shutter Cam,4.26,USD,1.99,2305,100,4,5,4,4+,Photo & Video,,,,,,,,,,,,,,,4466688,
PeakFinder Earth,33.83,USD,4.99,137,21,4,5,3.0.7,4+,Travel,,,,,,,,,,,,,,,35478528,
AgingBooth,30.39,USD,0,11999,233,4,4.5,3.9.5,4+,Entertainment,,,,,,,,,,,,,,,31869952,
"iWatermark - Watermark 1 or Batch of Photos. Watermarking with Text, Logo, & Graphics Overlays.",20.76,USD,1.99,1995,148,4.5,4.5,6.5,12+,Photo & Video,,,,,,,,,,,,,,,21771264,
Tabs & Chords by Ultimate Guitar - learn and play,98.28,USD,2.99,35045,250,4.5,4.5,3.1.2,4+,Music,,,,,,,,,,,,,,,103049216,
"Dude, your car!",38.71,USD,0.99,343,15,4,4.5,2.5,4+,Entertainment,,,,,,,,,,,,,,,40586240,
Drawing Pad,210.19,USD,1.99,1824,113,4,4,2.5.1,4+,Entertainment,,,,,,,,,,,,,,,220397568,
ESPN Tournament Challenge,65.86,USD,0,39642,492,4,4,5.5.3,4+,Sports,,,,,,,,,,,,,,,69057536,
Solitaire,97.22,USD,0,679055,9673,4.5,4.5,4.11.2,4+,Games,,,,,,,,,,,,,,,101943296,
Notability,116.57,USD,9.99,17594,143,4,4,6.5.2,4+,Productivity,,,,,,,,,,,,,,,122235904,
Rubik'sÂ® Cube,144.92,USD,1.99,3531,177,4,4.5,2.5,4+,Games,,,,,,,,,,,,,,,151954432,
Super Why! Power to Read,131.65,USD,3.99,1080,5,3.5,2.5,4,4+,Education,,,,,,,,,,,,,,,138047488,
Amex Mobile,101.07,USD,0,11421,57,4,2.5,5.21.1,4+,Finance,,,,,,,,,,,,,,,105982976,
Fruit Ninja Classic,99.75,USD,1.99,698516,132,4.5,4,2.3.9,4+,Games,,,,,,,,,,,,,,,104590336,
Animation Creator HD,30.57,USD,3.99,4497,448,4,4,1.14.3,12+,Entertainment,,,,,,,,,,,,,,,32051200,
Plants vs. Zombies HD,215.4,USD,0.99,163598,503,5,4,1.9.12,9+,Games,,,,,,,,,,,,,,,225859584,
SCRABBLE Premium for iPad,219.34,USD,9.99,39678,114,3.5,3.5,5.19.0,4+,Games,,,,,,,,,,,,,,,229992448,
Graphic - illustration and design,31.09,USD,8.99,1809,52,4.5,3.5,3.2.5,4+,Productivity,,,,,,,,,,,,,,,32604160,
Ship Finder,21.89,USD,4.99,624,20,3.5,3.5,9.0.1,4+,Navigation,,,,,,,,,,,,,,,22948864,
Photogene â´,33.78,USD,2.99,3761,596,4.5,4.5,4.3,4+,Photo & Video,,,,,,,,,,,,,,,35422208,
Hurricane HD,30.6,USD,3.99,353,8,4,3.5,3,12+,Weather,,,,,,,,,,,,,,,32083968,
Star Walk HD - Night Sky Map,143.26,USD,4.99,6503,60,4.5,5,7.2.3,4+,Education,,,,,,,,,,,,,,,150221824,
Space War HD,28.87,USD,0.99,71,3,3,4.5,5.3,4+,Games,,,,,,,,,,,,,,,30270464,
Netflix,119.22,USD,0,308844,139,3.5,3,9.21.3,4+,Entertainment,,,,,,,,,,,,,,,125016064,
forScore,34.06,USD,9.99,3909,36,4.5,5,10.2.5,4+,Music,,,,,,,,,,,,,,,35717120,
ComicGlass [ComicReader],30.48,USD,2.99,308,0,4.5,0,9.11,12+,Utilities,,,,,,,,,,,,,,,31955968,
iAnnotate PDF,42.06,USD,9.99,11156,8,4.5,2.5,3.2.6,4+,Productivity,,,,,,,,,,,,,,,44099584,
ArtStudio for iPad - Draw Sketch and Paint,32.72,USD,4.99,8542,543,4.5,5,5.98,4+,Photo & Video,,,,,,,,,,,,,,,34310144,
Call of Duty: Zombies HD,33.95,USD,4.99,5853,3860,3.5,4,1.3.3,17+,Games,,,,,,,,,,,,,,,35602607,
Small World 2,223.28,USD,1.99,1506,198,4,4.5,2.5.1,9+,Games,,,,,,,,,,,,,,,234123264,
Qzone,127.67,USD,0,1649,1,3.5,5,7.2.8,4+,Social Networking,,,,,,,,,,,,,,,133874688,
ABC â€“ Watch Live TV & Stream Full Episodes,81.75,USD,0,78890,449,3,3.5,5.0.14,12+,Entertainment,,,,,,,,,,,,,,,85724160,
Fieldrunners for iPad,209.52,USD,3.99,2147,23,4,5,1.3.177598,9+,Games,,,,,,,,,,,,,,,219693056,
Angry Birds HD,168,USD,0,89110,114,4.5,4,7.4.0,4+,Games,,,,,,,,,,,,,,,176164864,
"The Weather Channel App for iPad â€“ best local forecast, radar map, and storm tracking",56.36,USD,0,208648,25664,4,4.5,4.5.1,4+,Weather,,,,,,,,,,,,,,,59101184,
Do Not Press The Red Button HD,10.4,USD,1.99,856,38,2.5,3.5,1.2,12+,Entertainment,,,,,,,,,,,,,,,10907191,
"Digits, the calculator for humans",3.98,USD,3.99,7825,828,4.5,4.5,2.2.1,4+,Productivity,,,,,,,,,,,,,,,4177920,
"PDF Reader Pro Edition - Annotate,edit & sign PDFs",60.06,USD,9.99,7033,119,4,4.5,8.3,4+,Business,,,,,,,,,,,,,,,62978048,
National Geographic World Atlas,63.07,USD,1.99,4255,209,4,2,4.1.1,4+,Reference,,,,,,,,,,,,,,,66138112,
FileBrowser - Access files on remote computers,64.92,USD,5.99,3230,5,4.5,4,9.7,4+,Utilities,,,,,,,,,,,,,,,68073472,
Dictionary.com Dictionary & Thesaurus for iPad,158.07,USD,0,54175,10176,4.5,4.5,4,4+,Reference,,,,,,,,,,,,,,,165748736,
Animation & Drawing by Do Ink,32.29,USD,4.99,308,8,4,4.5,4.5,4+,Education,,,,,,,,,,,,,,,33857536,
AirCoaster - Roller Coaster Builder,21.71,USD,0.99,2602,71,3,4.5,2,9+,Games,,,,,,,,,,,,,,,22763520,
"Documents 6 - File manager, PDF reader and browser",102.29,USD,0,29110,324,4.5,4.5,6,17+,Productivity,,,,,,,,,,,,,,,107259904,
The World Factbook for iPad,69.83,USD,1.99,273,8,3.5,4.5,1.2.3,4+,Reference,,,,,,,,,,,,,,,73224192,
Photo Transfer App - Easy backup of photos+videos,43.09,USD,0,15654,24,4.5,4.5,6.2.1,4+,Photo & Video,,,,,,,,,,,,,,,45182976,
TwitCasting Viewer - Watch Live Video & Radio,15.54,USD,0,189,0,2.5,0,4.169,12+,Entertainment,,,,,,,,,,,,,,,16292864,
Ski Tracks,23.7,USD,0.99,829,16,4.5,4.5,1.6.5,4+,Navigation,,,,,,,,,,,,,,,24851456,
The Photographer's Ephemeris,55.75,USD,8.99,663,5,5,4,3.14.1,4+,Photo & Video,,,,,,,,,,,,,,,58463232,
â–»Sudoku,67.71,USD,0,359832,17119,4.5,5,5.4,4+,Games,,,,,,,,,,,,,,,71002112,
"StubHub - Tickets to Sports, Concerts and Theatre",107.39,USD,0,9011,49,3.5,4,6.5.2,4+,Entertainment,,,,,,,,,,,,,,,112609280,
"Runtastic PRO Running, Jogging and Fitness Tracker",142.61,USD,4.99,17667,14,4.5,4,7.3,4+,Health & Fitness,,,,,,,,,,,,,,,149536768,
OverDrive â€“ Library eBooks and Audiobooks,38,USD,0,65450,2721,4,4.5,3.6.4,4+,Book,,,,,,,,,,,,,,,39844864,
Hotels & Vacation Rentals by Booking.com,100.72,USD,0,31261,374,4.5,4.5,14.4,4+,Travel,,,,,,,,,,,,,,,105609216,
The Impossible Game,13.5,USD,0.99,9885,10,4,4,1.6.1,4+,Games,,,,,,,,,,,,,,,14160896,
PrankDial - #1 Prank Call App,107.3,USD,0,11091,415,3,4.5,4.1.11,4+,Entertainment,,,,,,,,,,,,,,,112515072,
Fox News,61.71,USD,0,132703,394,4,3,2.6,4+,News,,,,,,,,,,,,,,,64705536,
Live Cams - HD,35.44,USD,4.99,286,25,2.5,5,2.0.100,4+,Travel,,,,,,,,,,,,,,,37161984,
QR Reader for iPhone,52.24,USD,0,12683,108,4,4,5.9.2,12+,Utilities,,,,,,,,,,,,,,,54776832,
Uber,270.7,USD,0,49466,150,3,2,3.247.2,4+,Travel,,,,,,,,,,,,,,,283852800,
WEB.DE Mail,97.2,USD,0,168,0,4,0,6.2,4+,Productivity,,,,,,,,,,,,,,,101923840,
iBunkoHD,38.6,USD,6.99,114,0,4,0,3.4.4,17+,Book,,,,,,,,,,,,,,,40479744,
Hurricane Tracker For iPad,10.12,USD,2.99,2798,357,4.5,4.5,4.2,4+,Weather,,,,,,,,,,,,,,,10612736,
"6play, TV en direct et en replay",90.21,USD,0,62,0,3.5,0,4.3.7,4+,Entertainment,,,,,,,,,,,,,,,94592000,
AudioNote - Notepad and Voice Recorder,31.67,USD,9.99,1756,53,4,5,6.3,4+,Business,,,,,,,,,,,,,,,33213440,
Breathing Zone: Guided Breathing for Mindfulness,35.42,USD,3.99,511,57,4.5,4.5,3.1,4+,Health & Fitness,,,,,,,,,,,,,,,37140480,
My Virtual Girlfriend - Deluxe Dating Sim,137.5,USD,0.99,2609,9,3.5,4.5,3.62,17+,Games,,,,,,,,,,,,,,,144180224,
Fake-A-Location Free â„¢,7.33,USD,0,354,215,1.5,1,1.01,4+,Social Networking,,,,,,,,,,,,,,,7689537,
QQ æµè§ˆå™¨-æœæ–°é—»ã€é€‰å°è¯´æ¼«ç”»ã€çœ‹è§†é¢‘,114.26,USD,0,1750,19,3.5,5,7.4.1,17+,Utilities,,,,,,,,,,,,,,,119812096,
Math Ninja HD,23.97,USD,1.99,1121,209,4.5,4.5,1.7,9+,Games,,,,,,,,,,,,,,,25137152,
RÃ©sultats Foot en Direct,62.06,USD,0,339,7,4.5,4.5,4.0.1,4+,Sports,,,,,,,,,,,,,,,65074176,
Chase Mobile,33.33,USD,0,34322,3167,4.5,4.5,3.62,4+,Finance,,,,,,,,,,,,,,,34950144,
Captio - Email yourself with 1 tap,18.17,USD,1.99,162,17,4.5,4.5,2.8.1,4+,Productivity,,,,,,,,,,,,,,,19054592,
My Vodafone,79.7,USD,0,8,1,3,1,6.5,4+,Utilities,,,,,,,,,,,,,,,83575808,
Math Bingo,13.93,USD,2.99,4386,444,4.5,4.5,1.7,4+,Education,,,,,,,,,,,,,,,14602240,
â–»Sudoku +,58.74,USD,4.99,5397,476,5,5,5.4,4+,Games,,,,,,,,,,,,,,,61595648,
